SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1911,2,2,Rural,2014,"AED 1,65,780"
1370,3,2,Rural,1999,"AED 1,31,704"
1374,2,1,Suburb,1969,"AED 1,41,967"
1051,2,1,Suburb,1968,"AED 69,016"
2747,4,2,Suburb,2014,"AED 3,24,553"
1040,5,1,Rural,1988,"AED 1,99,611"
1815,4,3,Urban,1972,"AED 2,43,534"
1090,5,1,Rural,1974,"AED 1,59,869"
1038,4,3,Urban,1994,"AED 1,74,822"
2036,4,2,Urban,1989,"AED 2,05,918"
1899,3,1,Urban,1991,"AED 1,78,080"
2631,5,1,Suburb,1985,"AED 3,71,991"
1620,2,3,Suburb,1986,"AED 2,18,895"
1103,5,3,Urban,1965,"AED 73,985"
2889,5,2,Rural,2010,"AED 4,05,111"
1742,4,2,Rural,1984,"AED 2,72,173"
1042,2,2,Suburb,1981,"AED 1,54,868"
1208,3,2,Urban,2006,"AED 2,08,308"
1599,4,3,Rural,2006,"AED 2,64,462"
1604,3,1,Urban,1951,"AED 1,77,539"
2709,3,1,Rural,1973,"AED 3,38,538"
1475,5,2,Urban,1983,"AED 3,14,052"
2661,2,1,Urban,1978,"AED 2,50,048"
1108,5,2,Rural,2011,"AED 1,32,689"
2582,2,1,Rural,1980,"AED 2,14,759"
1213,3,1,Urban,2011,"AED 1,29,630"
2627,5,1,Rural,1987,"AED 3,59,181"
2716,3,1,Urban,2007,"AED 2,42,984"
1408,4,3,Suburb,1992,"AED 2,19,279"
2576,2,1,Urban,1955,"AED 3,47,968"
1770,3,3,Rural,1967,"AED 1,03,690"
1632,3,3,Rural,1994,"AED 1,53,228"
1076,2,3,Rural,1956,"AED 2,02,535"
1094,3,1,Suburb,2005,"AED 1,52,741"
1268,4,2,Suburb,1978,"AED 1,05,730"
1360,3,2,Urban,1953,"AED 1,36,811"
1529,3,3,Rural,1978,"AED 1,93,749"
2828,2,3,Urban,1965,"AED 3,53,669"
1682,2,1,Urban,2009,"AED 2,84,401"
1161,4,2,Rural,2012,"AED 1,34,498"
1464,3,3,Rural,1965,"AED 2,07,169"
1822,5,2,Rural,1999,"AED 2,03,386"
2587,4,2,Suburb,1954,"AED 2,98,186"
1547,5,1,Urban,1967,"AED 2,28,224"
2973,3,3,Urban,2014,"AED 2,84,110"
2210,3,1,Suburb,1991,"AED 2,73,904"
2905,2,2,Suburb,1992,"AED 2,35,839"
2783,4,2,Urban,2019,"AED 3,33,868"
1051,5,3,Suburb,2017,"AED 2,50,875"
1487,3,3,Suburb,1953,"AED 1,77,125"
2554,3,1,Rural,1950,"AED 2,06,997"
2419,2,1,Urban,1952,"AED 1,99,807"
1091,2,1,Rural,2009,"AED 1,59,474"
1650,2,3,Suburb,2007,"AED 79,250"
2839,4,3,Rural,2001,"AED 2,87,182"
1356,4,3,Urban,1956,"AED 1,74,402"
2755,3,2,Urban,1972,"AED 4,18,717"
2634,5,1,Urban,2014,"AED 4,06,220"
2771,4,1,Suburb,2006,"AED 3,02,531"
1718,2,3,Rural,2015,"AED 1,43,904"
2167,2,3,Suburb,1950,"AED 2,98,336"
1198,4,1,Rural,1951,"AED 1,28,464"
1814,3,2,Suburb,1981,"AED 2,16,226"
2346,3,1,Suburb,1965,"AED 2,85,051"
2822,3,3,Urban,1992,"AED 3,72,122"
2355,3,1,Rural,1986,"AED 2,61,870"
2287,2,1,Rural,1979,"AED 2,79,130"
1216,4,1,Rural,1950,"AED 1,14,764"
2724,2,2,Urban,1978,"AED 2,45,069"
1555,5,3,Suburb,1995,"AED 1,77,150"
2457,3,1,Rural,1967,"AED 2,25,813"
1802,3,2,Rural,1987,"AED 2,43,924"
2483,5,1,Rural,1960,"AED 3,94,546"
1700,5,2,Suburb,1967,"AED 1,94,741"
1502,2,3,Rural,1975,"AED 1,66,661"
1468,5,3,Rural,2002,"AED 2,68,404"
2974,3,2,Suburb,2010,"AED 4,39,006"
2729,5,2,Rural,1972,"AED 2,45,428"
2805,2,1,Urban,1984,"AED 2,32,586"
1365,5,2,Suburb,1959,"AED 2,02,149"
2795,5,3,Urban,2007,"AED 3,18,763"
2936,2,3,Rural,1972,"AED 3,72,312"
2262,2,3,Urban,1995,"AED 2,84,097"
1623,2,3,Suburb,2006,"AED 1,81,066"
2604,3,3,Suburb,2007,"AED 3,00,865"
1919,3,3,Suburb,1967,"AED 2,49,265"
1560,5,3,Suburb,1981,"AED 1,41,476"
1822,3,1,Rural,1956,"AED 2,05,524"
1966,4,3,Rural,1993,"AED 1,93,818"
1662,2,2,Suburb,1982,"AED 1,72,016"
1750,4,2,Rural,1963,"AED 2,38,978"
2872,2,1,Urban,1951,"AED 2,60,524"
2419,5,3,Urban,2002,"AED 2,74,510"
2418,2,3,Suburb,1976,"AED 2,16,415"
2650,3,3,Urban,2020,"AED 2,69,053"
2098,5,3,Urban,2019,"AED 3,13,176"
2121,2,3,Urban,1952,"AED 2,25,049"
1382,5,3,Suburb,1995,"AED 1,60,419"
2646,5,1,Urban,1983,"AED 1,92,314"
2892,5,1,Suburb,1989,"AED 2,70,655"
2393,4,2,Rural,2003,"AED 2,24,574"
2308,3,2,Urban,2008,"AED 3,05,268"
2279,5,2,Urban,2001,"AED 2,49,360"
2853,3,3,Rural,1999,"AED 2,36,501"
1308,2,1,Rural,1985,"AED 1,25,000"
2652,5,1,Suburb,1952,"AED 3,77,079"
1175,3,3,Urban,1993,"AED 1,47,644"
1227,5,3,Rural,2016,"AED 97,952"
1346,4,1,Urban,2016,"AED 1,53,316"
2641,2,2,Rural,1993,"AED 2,69,350"
2365,4,2,Urban,1977,"AED 2,78,131"
2919,5,2,Rural,1977,"AED 3,33,444"
2985,3,2,Rural,1975,"AED 2,81,646"
2262,5,2,Rural,1965,"AED 2,86,313"
2635,5,2,Rural,1960,"AED 3,66,198"
2020,5,1,Urban,1981,"AED 3,12,347"
2711,4,3,Rural,1975,"AED 2,54,988"
1349,4,1,Urban,1956,"AED 1,64,385"
2978,3,1,Urban,1995,"AED 2,85,472"
1454,2,3,Rural,1984,"AED 1,00,155"
1440,2,2,Rural,1994,"AED 1,36,644"
1760,3,2,Rural,1983,"AED 2,54,655"
2611,5,3,Urban,1977,"AED 2,50,481"
1514,2,1,Urban,2008,"AED 1,79,512"
2104,4,3,Rural,2018,"AED 2,97,224"
2384,3,1,Suburb,1966,"AED 2,58,124"
1287,3,3,Urban,1974,"AED 1,39,840"
1007,5,3,Urban,1962,"AED 1,99,137"
1086,2,1,Rural,1957,"AED 76,147"
1997,2,2,Suburb,1955,"AED 2,42,233"
1285,5,1,Rural,1973,"AED 1,56,277"
2422,3,1,Suburb,2004,"AED 2,55,909"
1073,3,2,Urban,1964,"AED 1,26,577"
2462,3,2,Suburb,1981,"AED 3,03,655"
2146,3,2,Rural,2013,"AED 2,58,419"
2400,4,1,Urban,2002,"AED 2,71,400"
1805,4,3,Rural,1994,"AED 2,17,854"
2166,3,2,Rural,1982,"AED 2,93,543"
1157,3,3,Rural,1975,"AED 1,30,217"
1429,3,1,Suburb,1992,"AED 99,690"
2471,4,2,Rural,1985,"AED 3,58,543"
2433,5,1,Suburb,1960,"AED 2,79,870"
2394,2,3,Urban,1985,"AED 2,76,529"
2132,4,1,Suburb,1977,"AED 2,63,316"
1845,3,2,Rural,1963,"AED 2,59,752"
2730,3,2,Urban,1980,"AED 2,30,986"
1035,3,1,Rural,2003,"AED 1,60,899"
2113,3,3,Urban,2015,"AED 2,32,398"
2020,5,1,Urban,1993,"AED 2,13,039"
1973,4,1,Suburb,1966,"AED 3,07,898"
2438,2,2,Rural,1950,"AED 2,92,399"
2997,3,2,Urban,2014,"AED 3,06,331"
2017,5,2,Rural,2013,"AED 2,16,705"
2319,5,1,Suburb,1955,"AED 2,85,366"
2865,3,1,Suburb,2003,"AED 3,20,173"
1712,3,3,Rural,1971,"AED 1,42,632"
2069,2,1,Urban,2014,"AED 1,68,666"
1487,4,1,Suburb,1953,"AED 1,89,192"
1618,2,3,Suburb,1965,"AED 1,90,824"
1169,4,2,Urban,1996,"AED 2,08,952"
1145,5,2,Urban,1977,"AED 2,36,462"
1867,5,3,Suburb,1969,"AED 2,18,111"
1419,3,3,Suburb,1964,"AED 99,247"
2995,2,3,Urban,1970,"AED 3,99,731"
2713,2,1,Suburb,1983,"AED 1,65,812"
1572,3,2,Rural,1993,"AED 68,117"
2959,2,3,Suburb,1958,"AED 3,14,594"
2026,5,1,Rural,1953,"AED 1,89,506"
2617,5,2,Urban,1987,"AED 2,97,513"
2286,3,1,Rural,1993,"AED 2,33,490"
1798,3,3,Urban,2006,"AED 1,96,720"
1320,4,3,Urban,1972,"AED 1,92,683"
2630,5,3,Rural,2018,"AED 3,01,458"
2599,5,3,Urban,1973,"AED 3,24,621"
1245,5,3,Rural,1974,"AED 1,94,334"
2612,5,3,Rural,1972,"AED 3,32,121"
1476,5,1,Suburb,1960,"AED 1,30,328"
2282,4,2,Suburb,2005,"AED 3,33,720"
2116,3,2,Rural,1984,"AED 1,88,655"
2826,3,2,Rural,2004,"AED 2,97,670"
1782,2,1,Rural,2004,"AED 1,71,261"
1532,5,1,Suburb,1952,"AED 2,58,635"
2597,5,3,Suburb,2004,"AED 2,06,426"
2362,3,2,Urban,1959,"AED 1,87,566"
2947,5,1,Urban,1959,"AED 3,42,012"
2283,5,1,Rural,1950,"AED 2,42,900"
1236,5,2,Suburb,1976,"AED 1,91,620"
2164,3,1,Urban,1980,"AED 3,01,797"
1974,2,3,Rural,1956,"AED 2,64,336"
2970,3,2,Urban,1988,"AED 2,84,407"
2967,5,3,Rural,1952,"AED 2,25,079"
1678,3,1,Rural,1983,"AED 2,18,603"
2503,4,1,Suburb,2003,"AED 3,50,747"
1578,5,1,Suburb,1953,"AED 2,20,394"
2373,3,2,Urban,1988,"AED 2,76,118"
2593,3,1,Urban,1982,"AED 2,36,882"
2747,2,2,Suburb,1995,"AED 3,12,682"
1129,5,1,Urban,1971,"AED 1,75,571"
2560,4,3,Urban,1973,"AED 2,90,463"
1010,4,3,Suburb,1996,"AED 1,75,736"
1256,5,2,Suburb,1957,"AED 2,14,501"
1815,3,1,Suburb,2010,"AED 1,74,987"
1368,4,2,Rural,2000,"AED 1,44,416"
1943,5,1,Suburb,2012,"AED 2,15,243"
2417,4,2,Rural,1988,"AED 3,43,295"
2616,5,3,Suburb,1984,"AED 3,69,868"
2821,4,2,Suburb,2014,"AED 3,60,476"
2442,2,1,Urban,1971,"AED 2,52,104"
1881,5,2,Rural,1977,"AED 2,43,448"
1018,2,3,Suburb,1996,"AED 93,583"
1109,5,1,Urban,1971,"AED 77,771"
2460,4,3,Urban,2005,"AED 2,65,091"
1504,4,1,Urban,1951,"AED 2,23,185"
2057,3,1,Rural,2019,"AED 2,37,326"
2311,4,3,Rural,1979,"AED 2,72,837"
2867,2,1,Rural,1962,"AED 2,79,442"
2002,3,2,Urban,1987,"AED 2,59,509"
1254,2,1,Suburb,1999,"AED 2,12,454"
1637,2,2,Urban,2002,"AED 2,45,041"
2744,2,1,Rural,1979,"AED 3,26,812"
1133,2,3,Rural,1996,"AED 57,767"
1498,2,2,Suburb,1983,"AED 44,941"
1396,5,1,Urban,2005,"AED 1,75,474"
2510,5,3,Suburb,1986,"AED 2,96,448"
2621,3,1,Urban,1985,"AED 1,75,921"
2610,2,2,Rural,1956,"AED 2,32,652"
2983,5,2,Urban,1998,"AED 4,15,867"
1646,4,1,Rural,1989,"AED 2,07,228"
2836,3,2,Urban,1992,"AED 2,91,865"
1684,5,3,Rural,1978,"AED 1,95,546"
2236,4,2,Urban,1997,"AED 2,66,394"
2856,3,1,Rural,1986,"AED 2,88,200"
2373,4,2,Urban,2019,"AED 2,79,335"
1018,2,2,Rural,2005,"AED 1,06,359"
2010,4,2,Urban,1974,"AED 2,43,306"
1118,2,1,Urban,2002,"AED 1,19,791"
2838,3,1,Rural,2001,"AED 1,92,647"
1301,2,2,Urban,1973,"AED 1,60,297"
2308,4,2,Rural,1992,"AED 3,07,118"
1226,2,2,Rural,1984,"AED 1,39,501"
2530,2,3,Suburb,1989,"AED 2,45,185"
2524,3,1,Urban,1979,"AED 3,25,526"
2235,2,1,Urban,1997,"AED 2,46,504"
1355,5,1,Rural,1983,"AED 1,61,712"
1700,3,1,Urban,1996,"AED 1,82,361"
1486,4,3,Urban,1974,"AED 1,23,004"
2344,3,1,Urban,2010,"AED 2,36,515"
2686,4,2,Urban,1961,"AED 3,61,291"
1222,4,1,Rural,2020,"AED 1,33,800"
2663,2,2,Rural,1980,"AED 2,51,704"
2783,3,1,Rural,1983,"AED 3,12,616"
2586,4,3,Suburb,1962,"AED 3,48,941"
2214,5,3,Suburb,1974,"AED 2,43,070"
1994,2,3,Suburb,1981,"AED 2,18,605"
1499,2,3,Suburb,1974,"AED 2,08,445"
2518,4,3,Suburb,1996,"AED 3,12,178"
2260,5,1,Rural,2001,"AED 2,68,332"
2045,2,2,Suburb,2007,"AED 1,57,584"
2645,3,2,Suburb,1972,"AED 2,97,055"
2350,4,1,Urban,1983,"AED 3,20,145"
2568,5,2,Suburb,1997,"AED 2,38,126"
2150,4,2,Rural,1951,"AED 2,29,340"
1364,2,2,Suburb,1977,"AED 1,53,192"
2891,5,1,Urban,2008,"AED 3,24,842"
2067,4,1,Rural,1957,"AED 2,69,113"
1518,4,2,Rural,1986,"AED 1,39,348"
2151,4,1,Urban,1954,"AED 1,58,437"
2626,3,3,Rural,1978,"AED 2,63,987"
2153,3,3,Rural,1967,"AED 2,45,049"
1528,3,2,Rural,1999,"AED 1,77,878"
2344,3,3,Urban,2008,"AED 2,99,967"
1185,2,3,Suburb,2002,"AED 1,73,646"
2645,4,1,Urban,1968,"AED 2,24,780"
1797,3,3,Rural,2002,"AED 2,27,886"
1981,2,2,Urban,2016,"AED 1,65,763"
1347,3,3,Urban,1998,"AED 95,592"
2504,2,3,Suburb,1955,"AED 3,10,794"
1921,5,3,Urban,1957,"AED 2,60,699"
2698,3,1,Suburb,1959,"AED 2,27,012"
2982,3,1,Suburb,1986,"AED 3,02,117"
2610,4,1,Rural,1958,"AED 3,40,898"
2734,3,3,Suburb,1998,"AED 2,86,865"
2947,3,1,Urban,2010,"AED 3,08,580"
1920,2,1,Urban,2011,"AED 2,85,734"
1956,4,1,Suburb,1963,"AED 2,46,379"
1360,4,2,Suburb,1983,"AED 1,89,718"
2310,5,2,Urban,2009,"AED 2,38,606"
1181,2,3,Urban,2004,"AED 90,568"
2474,3,3,Rural,1997,"AED 3,05,826"
1096,2,1,Suburb,1957,"AED 68,235"
1562,3,2,Suburb,1954,"AED 2,02,579"
1313,5,3,Rural,2020,"AED 1,95,194"
2569,3,3,Rural,2014,"AED 2,45,184"
1954,4,1,Rural,1965,"AED 1,70,661"
1020,5,2,Suburb,1975,"AED 1,38,247"
2719,3,2,Suburb,1978,"AED 2,23,797"
1804,5,3,Urban,1976,"AED 3,28,724"
1575,4,1,Suburb,1991,"AED 2,55,218"
2520,4,3,Rural,1995,"AED 3,47,482"
1402,2,1,Urban,1956,"AED 1,53,994"
2147,3,2,Suburb,1969,"AED 1,85,920"
1612,5,3,Suburb,1993,"AED 1,08,613"
2142,2,1,Urban,2003,"AED 1,53,489"
2876,5,1,Urban,1990,"AED 3,68,147"
2613,2,1,Rural,1951,"AED 3,43,914"
1969,2,3,Suburb,2015,"AED 1,48,584"
1692,2,3,Rural,2009,"AED 2,23,145"
2734,4,3,Suburb,1966,"AED 4,37,544"
2500,4,2,Suburb,1981,"AED 2,87,303"
1958,4,1,Urban,2000,"AED 1,94,289"
1871,4,1,Suburb,2010,"AED 2,03,522"
2725,5,1,Suburb,2020,"AED 3,04,515"
1839,3,1,Rural,1971,"AED 1,89,480"
1102,4,2,Suburb,1964,"AED 1,17,185"
1332,3,1,Urban,1987,"AED 51,851"
2901,2,2,Rural,2007,"AED 3,12,189"
2810,3,3,Suburb,2009,"AED 3,50,239"
2482,4,3,Suburb,1995,"AED 3,20,387"
2153,5,1,Suburb,1950,"AED 1,55,078"
1752,4,3,Rural,1992,"AED 2,38,369"
1133,5,1,Rural,1979,"AED 1,50,946"
2180,4,2,Urban,1994,"AED 2,10,500"
1424,2,3,Suburb,1958,"AED 1,59,944"
2458,5,3,Urban,2004,"AED 2,49,098"
2412,2,2,Suburb,1973,"AED 2,97,252"
1936,4,2,Suburb,1990,"AED 2,15,270"
2341,2,2,Suburb,1957,"AED 2,80,157"
2693,3,1,Suburb,1960,"AED 3,16,163"
1504,3,1,Suburb,1978,"AED 1,19,696"
1870,5,3,Urban,1975,"AED 1,74,244"
1189,3,3,Rural,2020,"AED 1,09,905"
1611,3,2,Urban,1989,"AED 1,72,133"
2434,4,1,Urban,1959,"AED 3,42,825"
2969,4,2,Urban,2017,"AED 3,38,804"
1051,3,2,Urban,1984,"AED 1,47,829"
2584,5,1,Suburb,2003,"AED 2,98,076"
2469,3,3,Rural,1973,"AED 3,30,639"
1611,4,3,Suburb,2009,"AED 1,92,834"
2467,2,3,Suburb,2007,"AED 2,46,809"
2405,5,3,Rural,1975,"AED 2,59,483"
2786,5,3,Suburb,2008,"AED 3,58,575"
1373,3,1,Urban,1976,"AED 2,69,159"
2999,2,1,Suburb,2008,"AED 2,99,013"
2589,5,2,Urban,1979,"AED 2,86,594"
1374,5,3,Rural,1981,"AED 1,58,921"
1388,4,3,Urban,2008,"AED 1,45,901"
2672,3,1,Suburb,1975,"AED 3,47,351"
1673,3,2,Suburb,1991,"AED 2,30,288"
2889,5,1,Urban,1973,"AED 3,24,543"
1803,2,1,Rural,1983,"AED 2,41,024"
2502,2,3,Suburb,1950,"AED 3,17,632"
1403,2,1,Rural,1999,"AED 1,41,797"
1592,2,1,Suburb,1971,"AED 1,47,910"
2491,3,3,Suburb,1974,"AED 1,54,039"
1731,4,3,Rural,1978,"AED 2,85,013"
2620,2,3,Rural,2020,"AED 2,39,524"
1504,2,3,Rural,2013,"AED 1,93,693"
1082,4,1,Suburb,2000,"AED 2,21,673"
1318,3,1,Suburb,1975,"AED 1,03,711"
2090,4,3,Suburb,1998,"AED 2,56,020"
1413,4,1,Urban,1985,"AED 1,97,253"
1452,2,1,Suburb,2019,"AED 1,96,429"
1745,4,2,Urban,1988,"AED 2,11,569"
1197,4,2,Suburb,1990,"AED 1,03,762"
1258,3,2,Urban,1953,"AED 2,01,594"
2712,2,1,Suburb,1963,"AED 2,37,221"
1297,2,3,Urban,1995,"AED 2,06,599"
2303,5,1,Urban,1974,"AED 2,85,882"
1299,2,2,Suburb,2002,"AED 1,16,673"
1128,3,1,Rural,1980,"AED 1,02,779"
1497,3,2,Suburb,1954,"AED 1,07,050"
2906,3,3,Rural,1990,"AED 3,23,817"
1437,5,3,Rural,2012,"AED 84,347"
2715,5,3,Urban,1977,"AED 2,41,590"
2315,3,3,Rural,1994,"AED 3,14,351"
1206,2,2,Suburb,1997,"AED 1,32,231"
1293,5,2,Urban,2012,"AED 2,16,104"
2963,2,2,Urban,1980,"AED 2,74,593"
2873,5,1,Urban,2013,"AED 3,48,562"
2710,4,2,Suburb,2015,"AED 2,87,693"
1028,3,3,Suburb,2009,"AED 77,585"
1178,4,2,Urban,1958,"AED 1,14,546"
1040,3,2,Rural,1991,"AED 98,340"
2493,4,1,Rural,1984,"AED 3,15,069"
2215,2,1,Rural,1975,"AED 2,46,942"
1343,2,1,Urban,1951,"AED 2,56,475"
2772,3,1,Suburb,1997,"AED 3,25,613"
1815,2,2,Suburb,1997,"AED 1,49,981"
2996,3,2,Rural,2018,"AED 2,45,320"
1736,4,3,Rural,1973,"AED 2,95,825"
1625,3,3,Rural,1999,"AED 1,56,227"
1277,5,1,Rural,2002,"AED 1,56,263"
2378,4,2,Suburb,2007,"AED 2,02,011"
1528,4,3,Suburb,1994,"AED 1,74,934"
1085,3,2,Suburb,1973,"AED 1,79,022"
2924,5,2,Urban,1986,"AED 4,60,584"
1316,5,2,Suburb,1975,"AED 1,04,779"
2880,2,2,Rural,1969,"AED 2,84,582"
2925,4,1,Suburb,1962,"AED 3,04,814"
1692,2,3,Rural,1970,"AED 3,16,421"
2360,4,2,Suburb,2017,"AED 1,98,647"
1862,4,2,Rural,1957,"AED 2,44,713"
2168,4,2,Suburb,2006,"AED 1,41,528"
1314,4,3,Rural,1982,"AED 79,139"
1224,3,1,Urban,2020,"AED 1,51,064"
2446,5,1,Urban,1952,"AED 3,07,136"
2077,4,2,Urban,2017,"AED 2,52,618"
2917,2,2,Suburb,1959,"AED 3,50,989"
2967,2,1,Rural,1961,"AED 3,49,733"
2956,3,3,Suburb,2001,"AED 3,10,522"
2839,5,2,Suburb,1983,"AED 2,79,918"
1067,4,3,Suburb,1970,"AED 1,23,073"
2642,3,1,Suburb,1965,"AED 2,73,510"
2357,2,2,Suburb,1977,"AED 2,03,911"
2020,5,2,Urban,2011,"AED 2,78,860"
2100,4,3,Rural,1978,"AED 1,92,138"
2562,5,3,Rural,1986,"AED 3,33,430"
1855,2,3,Urban,2019,"AED 2,09,191"
2178,3,2,Rural,2008,"AED 2,53,020"
2095,3,1,Rural,1976,"AED 2,29,479"
2524,2,1,Suburb,1971,"AED 2,77,318"
2470,4,1,Suburb,1951,"AED 2,39,854"
2715,4,3,Suburb,1967,"AED 3,78,454"
2582,5,3,Suburb,1955,"AED 3,42,963"
2777,2,1,Urban,1972,"AED 2,63,113"
2382,2,2,Suburb,1963,"AED 2,41,056"
2300,4,1,Rural,2008,"AED 2,75,484"
1882,2,3,Suburb,2017,"AED 1,89,413"
2336,3,3,Rural,1970,"AED 2,32,527"
2128,4,3,Rural,1974,"AED 2,71,629"
1970,4,3,Suburb,1989,"AED 2,27,400"
2118,3,1,Suburb,2011,"AED 2,25,762"
2242,2,1,Urban,1971,"AED 2,37,326"
2705,4,2,Rural,1977,"AED 2,20,474"
2901,4,3,Suburb,1958,"AED 4,15,089"
2967,4,1,Urban,1966,"AED 2,86,099"
2818,2,3,Rural,1983,"AED 2,59,217"
2151,4,3,Suburb,1954,"AED 1,46,121"
1199,2,3,Rural,1956,"AED 1,12,911"
2952,5,2,Rural,1980,"AED 3,72,201"
1331,3,3,Rural,2020,"AED 1,34,943"
1546,2,3,Urban,2021,"AED 1,16,106"
2889,2,1,Suburb,1999,"AED 3,23,892"
2679,3,3,Suburb,1983,"AED 2,79,012"
2315,2,2,Suburb,1953,"AED 2,06,845"
1065,3,2,Rural,1995,"AED 81,614"
2995,5,3,Urban,1973,"AED 3,38,185"
1730,4,2,Suburb,2007,"AED 1,49,889"
1567,3,2,Suburb,1980,"AED 1,73,658"
1656,3,2,Urban,1961,"AED 1,59,542"
1403,4,2,Urban,2006,"AED 2,14,097"
2748,4,1,Suburb,2001,"AED 3,46,801"
2629,2,3,Urban,2008,"AED 2,65,110"
1617,2,1,Urban,1954,"AED 1,33,828"
1595,2,1,Urban,1982,"AED 1,51,425"
1647,4,1,Rural,2004,"AED 2,06,443"
1145,4,2,Urban,1994,"AED 1,12,827"
1760,4,2,Rural,2018,"AED 1,74,816"
2553,2,2,Suburb,1956,"AED 3,20,114"
2425,4,3,Rural,2021,"AED 3,22,573"
1124,4,3,Rural,1985,"AED 1,84,634"
2537,5,3,Suburb,1963,"AED 2,17,819"
2355,3,2,Rural,1953,"AED 1,58,220"
1479,3,2,Suburb,1973,"AED 1,47,392"
2001,4,2,Rural,1985,"AED 2,27,687"
1711,2,1,Urban,2010,"AED 1,46,479"
2970,5,1,Rural,1957,"AED 4,13,068"
2673,5,2,Rural,1982,"AED 3,02,256"
1714,3,1,Urban,2011,"AED 2,00,579"
2421,5,2,Rural,1972,"AED 2,65,239"
2817,5,2,Suburb,1965,"AED 3,32,386"
1814,5,1,Suburb,1967,"AED 2,78,574"
2053,4,2,Rural,1990,"AED 1,51,161"
1055,3,3,Suburb,1969,"AED 1,86,776"
2654,3,3,Rural,1956,"AED 3,14,252"
2961,2,1,Suburb,1950,"AED 3,36,278"
1131,4,2,Urban,1990,"AED 2,08,278"
1230,5,2,Urban,1990,"AED 1,64,983"
1394,4,2,Urban,2017,"AED 63,524"
2175,5,1,Rural,1984,"AED 3,31,946"
2525,5,2,Urban,1954,"AED 2,49,473"
1981,2,3,Suburb,1965,"AED 1,72,033"
1962,2,3,Rural,1992,"AED 2,75,717"
1932,2,3,Urban,1977,"AED 2,55,143"
2529,5,1,Suburb,1951,"AED 3,02,337"
2409,5,3,Rural,1963,"AED 2,23,010"
1907,4,3,Urban,1977,"AED 2,18,559"
1532,3,1,Rural,2002,"AED 2,38,434"
1964,5,2,Rural,2013,"AED 1,30,846"
2990,4,2,Suburb,2013,"AED 3,89,022"
1447,4,2,Rural,1988,"AED 1,92,623"
2603,5,3,Suburb,1994,"AED 2,52,872"
1125,5,2,Rural,2002,"AED 2,53,546"
1554,2,3,Rural,1963,"AED 1,12,008"
1693,2,2,Suburb,1988,"AED 1,38,101"
1488,2,3,Suburb,1975,"AED 1,26,293"
1611,4,1,Rural,2005,"AED 92,919"
1890,2,3,Urban,1979,"AED 2,41,694"
1445,5,1,Rural,2005,"AED 1,32,627"
2493,2,1,Rural,1993,"AED 2,18,471"
2372,5,1,Rural,2004,"AED 2,48,212"
1507,5,2,Suburb,1985,"AED 1,90,147"
1456,3,2,Suburb,1962,"AED 1,63,032"
1985,3,2,Suburb,1991,"AED 1,92,122"
2931,2,1,Suburb,1983,"AED 3,69,423"
2775,5,1,Rural,2002,"AED 2,79,786"
1384,3,3,Suburb,1951,"AED 1,56,048"
1711,4,3,Suburb,1975,"AED 2,61,957"
1928,3,1,Suburb,1977,"AED 1,77,202"
2471,2,1,Rural,2008,"AED 2,12,850"
2651,4,2,Urban,1994,"AED 2,74,057"
2138,4,2,Rural,2014,"AED 2,52,778"
1451,5,3,Suburb,2002,"AED 2,23,462"
1653,5,1,Rural,2002,"AED 1,92,286"
2142,5,2,Urban,2020,"AED 1,42,014"
2116,5,2,Rural,1952,"AED 2,33,798"
2933,3,3,Urban,1998,"AED 3,58,994"
1520,2,2,Suburb,2016,"AED 1,93,291"
2608,2,3,Suburb,1990,"AED 2,41,044"
1537,5,2,Rural,1964,"AED 1,30,892"
2456,3,1,Suburb,1984,"AED 2,67,332"
2774,3,2,Suburb,2012,"AED 2,82,574"
2897,3,3,Suburb,1964,"AED 2,88,263"
1144,2,1,Suburb,1951,"AED 2,67,865"
2091,5,2,Urban,1995,"AED 2,67,822"
1699,3,3,Suburb,2010,"AED 1,21,605"
2901,3,2,Rural,1973,"AED 3,68,164"
1130,5,3,Rural,1993,"AED 1,67,267"
1732,3,3,Urban,1954,"AED 2,47,820"
2304,2,3,Rural,2005,"AED 2,28,175"
2812,4,2,Urban,2003,"AED 3,37,069"
2675,2,2,Urban,1973,"AED 3,09,565"
2589,5,3,Urban,1997,"AED 2,76,800"
1512,5,3,Suburb,1971,"AED 1,65,627"
1639,2,3,Rural,1968,"AED 1,94,422"
1000,4,3,Suburb,1963,"AED 1,89,250"
2708,5,3,Urban,1971,"AED 2,95,578"
2965,5,3,Rural,1960,"AED 4,42,921"
1431,2,3,Suburb,1991,"AED 1,90,833"
1390,4,3,Rural,1983,"AED 2,53,685"
2289,4,2,Rural,2002,"AED 2,40,274"
1398,4,1,Rural,1950,"AED 1,36,805"
1807,5,1,Suburb,1963,"AED 2,03,660"
2279,4,2,Urban,2007,"AED 2,96,298"
1394,2,3,Urban,1960,"AED 1,34,101"
1951,5,2,Urban,1999,"AED 1,69,269"
1173,4,3,Urban,1952,"AED 1,92,314"
2068,3,1,Suburb,1961,"AED 1,56,931"
1854,4,2,Rural,1990,"AED 1,62,490"
2164,4,1,Rural,2019,"AED 2,46,115"
1538,5,2,Urban,1955,"AED 1,70,996"
1744,2,2,Rural,1964,"AED 2,30,588"
